Age,Data,Variable,Author,onetal21tag
-2677.9273822845,-6.633,kocaincave,gokturk11,response
-2681.7770165738,-6.873,kocaincave,gokturk11,response
-2685.7212280303,-6.752,kocaincave,gokturk11,response
-2689.7535372648,-5.926,kocaincave,gokturk11,response
-2693.86529966,-5.865,kocaincave,gokturk11,response
-2698.047870599,-5.96,kocaincave,gokturk11,response
-2702.2926054644,-6.199,kocaincave,gokturk11,response
-2706.5908596393,-6.405,kocaincave,gokturk11,response
-2710.9339885063,-6.56,kocaincave,gokturk11,response
-2715.3133474484,-6.866,kocaincave,gokturk11,response
-2719.7202918484,-6.174,kocaincave,gokturk11,response
-2724.1461770891,-5.848,kocaincave,gokturk11,response
-2728.5823585535,-5.687,kocaincave,gokturk11,response
-2733.0201916242,-5.721,kocaincave,gokturk11,response
-2737.4510316843,-5.92,kocaincave,gokturk11,response
-2741.8662341165,-6.718,kocaincave,gokturk11,response
-2746.2571543037,-7.786,kocaincave,gokturk11,response
-2750.6151476287,-7.434,kocaincave,gokturk11,response
-2754.9315694744,-6.549,kocaincave,gokturk11,response
-2759.1977752236,-6.043,kocaincave,gokturk11,response
-2763.4051202592,-5.783,kocaincave,gokturk11,response
-2767.544959964,-5.35,kocaincave,gokturk11,response
-2771.611342992,-5.407,kocaincave,gokturk11,response
-2775.6090910818,-6.044,kocaincave,gokturk11,response
-2779.5457192431,-6.651,kocaincave,gokturk11,response
-2783.4287424856,-7.391,kocaincave,gokturk11,response
-2787.2656758191,-8.054,kocaincave,gokturk11,response
-2791.0640342533,-8.541,kocaincave,gokturk11,response
-2794.8313327978,-7.439,kocaincave,gokturk11,response
-2798.5750864625,-5.778,kocaincave,gokturk11,response
-2802.302810257,-4.771,kocaincave,gokturk11,response
-2806.0220191911,-4.69,kocaincave,gokturk11,response
-2809.7402282744,-5.015,kocaincave,gokturk11,response
-2813.4649525168,-4.403,kocaincave,gokturk11,response
-2817.2037069279,-4.38,kocaincave,gokturk11,response
-2820.9640065174,-4.421,kocaincave,gokturk11,response
-2824.7533662951,-4.638,kocaincave,gokturk11,response
-2828.5793012707,-5.076,kocaincave,gokturk11,response
-2832.4493264539,-5.327,kocaincave,gokturk11,response
-2836.3709568544,-5.294,kocaincave,gokturk11,response
-2840.351707482,-5.438,kocaincave,gokturk11,response
-2844.3990933463,-5.313,kocaincave,gokturk11,response
-2848.5172176999,-5.657,kocaincave,gokturk11,response
-2852.6965367658,-6.093,kocaincave,gokturk11,response
-2856.9240950098,-6.036,kocaincave,gokturk11,response
-2861.1869368979,-6.271,kocaincave,gokturk11,response
-2865.4721068958,-6.517,kocaincave,gokturk11,response
-2869.7666494695,-5.884,kocaincave,gokturk11,response
-2874.0576090846,-5.86,kocaincave,gokturk11,response
-2878.3320302072,-5.858,kocaincave,gokturk11,response
-2882.5769573029,-6.177,kocaincave,gokturk11,response
-2886.7794348377,-6.769,kocaincave,gokturk11,response
-2890.9265072774,-6.542,kocaincave,gokturk11,response
-2895.0052190879,-6.72,kocaincave,gokturk11,response
-2899.0026147349,-7.08,kocaincave,gokturk11,response
-2902.9057386843,-7.293,kocaincave,gokturk11,response
-2906.701635402,-6.582,kocaincave,gokturk11,response
-2910.3773493537,-6.833,kocaincave,gokturk11,response
-2913.9199250054,-6.777,kocaincave,gokturk11,response
-2917.3164068229,-6.668,kocaincave,gokturk11,response
-2920.553839272,-6.319,kocaincave,gokturk11,response
-2923.6192668185,-5.485,kocaincave,gokturk11,response
-2926.5036770118,-6.148,kocaincave,gokturk11,response
-2929.2138297353,-6.553,kocaincave,gokturk11,response
-2931.7604279558,-6.431,kocaincave,gokturk11,response
-2934.1541746403,-6.589,kocaincave,gokturk11,response
-2936.4057727556,-6.708,kocaincave,gokturk11,response
-2938.5259252686,-6.093,kocaincave,gokturk11,response
-2940.5253351462,-5.479,kocaincave,gokturk11,response
-2942.4147053553,-5.37,kocaincave,gokturk11,response
-2944.2047388628,-4.936,kocaincave,gokturk11,response
-2945.9061386354,-4.915,kocaincave,gokturk11,response
-2947.5296076402,-4.959,kocaincave,gokturk11,response
-2949.0858488441,-5.683,kocaincave,gokturk11,response
-2950.5855652138,-5.657,kocaincave,gokturk11,response
-2952.0394597163,-5.88,kocaincave,gokturk11,response
-2953.4582353184,-6.386,kocaincave,gokturk11,response
-2954.8525949871,-6.5,kocaincave,gokturk11,response
-2956.2332416892,-6.226,kocaincave,gokturk11,response
-2957.6108783917,-5.996,kocaincave,gokturk11,response
-2958.9962080613,-5.932,kocaincave,gokturk11,response
-2960.399933665,-6.096,kocaincave,gokturk11,response
-2961.8306973775,-6.466,kocaincave,gokturk11,response
-2963.2888982049,-6.749,kocaincave,gokturk11,response
-2964.772874361,-7.014,kocaincave,gokturk11,response
-2966.2809640596,-7.004,kocaincave,gokturk11,response
-2967.8115055148,-7.122,kocaincave,gokturk11,response
-2969.3628369403,-7.28,kocaincave,gokturk11,response
-2970.93329655,-7.082,kocaincave,gokturk11,response
-2972.5212225578,-6.333,kocaincave,gokturk11,response
-2974.1249531776,-5.894,kocaincave,gokturk11,response
-2975.7428266233,-5.944,kocaincave,gokturk11,response
-2977.3731811087,-6.081,kocaincave,gokturk11,response
-2979.0143548477,-5.933,kocaincave,gokturk11,response
-2980.6646860543,-6.373,kocaincave,gokturk11,response
-2982.3225129422,-6.669,kocaincave,gokturk11,response
-2983.9861737253,-6.486,kocaincave,gokturk11,response
-2985.6540066175,-6.153,kocaincave,gokturk11,response
-2987.3243498328,-6.055,kocaincave,gokturk11,response
-2988.9955415849,-6.334,kocaincave,gokturk11,response
-2990.6659200878,-6.623,kocaincave,gokturk11,response
-2992.3338235553,-6.678,kocaincave,gokturk11,response
-2993.9978896297,-6.434,kocaincave,gokturk11,response
-2995.6579536662,-6.279,kocaincave,gokturk11,response
-2997.3141504484,-5.606,kocaincave,gokturk11,response
-2998.9666147601,-5.15,kocaincave,gokturk11,response
-3000.6154813849,-4.923,kocaincave,gokturk11,response
-3002.2608851064,-5.133,kocaincave,gokturk11,response
-3003.9029607083,-5.771,kocaincave,gokturk11,response
-3005.5418429741,-6.088,kocaincave,gokturk11,response
-3007.1776666876,-6.377,kocaincave,gokturk11,response
-3008.8105666324,-6.457,kocaincave,gokturk11,response
-3010.4406775921,-6.244,kocaincave,gokturk11,response
-3012.0681343504,-5.854,kocaincave,gokturk11,response
-3013.6930716908,-5.26,kocaincave,gokturk11,response
-3015.3156243972,-4.448,kocaincave,gokturk11,response
-3016.935927253,-3.77,kocaincave,gokturk11,response
-3018.5541150419,-3.578,kocaincave,gokturk11,response
-3020.1703225476,-3.531,kocaincave,gokturk11,response
-3021.7846845537,-3.979,kocaincave,gokturk11,response
-3023.3973358439,-4.411,kocaincave,gokturk11,response
-3025.0084112018,-4.681,kocaincave,gokturk11,response
-3026.6180307812,-5.241,kocaincave,gokturk11,response
-3028.2262562171,-5.542,kocaincave,gokturk11,response
-3029.8331345146,-5.11,kocaincave,gokturk11,response
-3031.4387126788,-4.788,kocaincave,gokturk11,response
-3033.0430377148,-4.657,kocaincave,gokturk11,response
-3034.6461566278,-4.552,kocaincave,gokturk11,response
-3036.2481164228,-4.605,kocaincave,gokturk11,response
-3037.848964105,-4.613,kocaincave,gokturk11,response
-3039.4487466795,-4.533,kocaincave,gokturk11,response
-3041.0475111515,-4.616,kocaincave,gokturk11,response
-3042.645304526,-5.116,kocaincave,gokturk11,response
-3044.2421738081,-5.597,kocaincave,gokturk11,response
-3045.8381660031,-6.156,kocaincave,gokturk11,response
-3047.4333281159,-5.266,kocaincave,gokturk11,response
-3049.0277071518,-4.305,kocaincave,gokturk11,response
-3050.6213501159,-5.392,kocaincave,gokturk11,response
-3052.2143040132,-5.821,kocaincave,gokturk11,response
-3053.8066158489,-5.873,kocaincave,gokturk11,response
-3055.3983326282,-5.521,kocaincave,gokturk11,response
-3056.9895013561,-5.057,kocaincave,gokturk11,response
-3058.5801582555,-4.828,kocaincave,gokturk11,response
-3060.1702964203,-5.067,kocaincave,gokturk11,response
-3061.7598981622,-5.359,kocaincave,gokturk11,response
-3063.3489457929,-5.869,kocaincave,gokturk11,response
-3064.9374216241,-5.721,kocaincave,gokturk11,response
-3066.5253079673,-5.331,kocaincave,gokturk11,response
-3068.1125871343,-4.207,kocaincave,gokturk11,response
-3069.6992414368,-3.723,kocaincave,gokturk11,response
-3071.2852531864,-3.163,kocaincave,gokturk11,response
-3072.8706046947,-2.973,kocaincave,gokturk11,response
-3074.4552782735,-3.07,kocaincave,gokturk11,response
-3076.0392562344,-3.263,kocaincave,gokturk11,response
-3077.6225208891,-3.477,kocaincave,gokturk11,response
-3079.2050545492,-3.876,kocaincave,gokturk11,response
-3080.7868395265,-3.774,kocaincave,gokturk11,response
-3082.3678581325,-3.21,kocaincave,gokturk11,response
-3083.948092679,-3.029,kocaincave,gokturk11,response
-3085.5275254776,-3.296,kocaincave,gokturk11,response
-3087.1061388401,-3.556,kocaincave,gokturk11,response
-3088.6839150779,-3.604,kocaincave,gokturk11,response
-3090.2608636945,-3.617,kocaincave,gokturk11,response
-3091.837102959,-3.577,kocaincave,gokturk11,response
-3093.4127783324,-3.552,kocaincave,gokturk11,response
-3094.9880352755,-3.432,kocaincave,gokturk11,response
-3096.5630192491,-3.963,kocaincave,gokturk11,response
-3098.1378757142,-4.019,kocaincave,gokturk11,response
-3099.7127501315,-4.116,kocaincave,gokturk11,response
-3101.287787962,-4.479,kocaincave,gokturk11,response
-3102.8631346664,-4.943,kocaincave,gokturk11,response
-3104.4389357057,-4.821,kocaincave,gokturk11,response
-3106.0153365407,-5.356,kocaincave,gokturk11,response
-3107.5924826323,-4.809,kocaincave,gokturk11,response
-3109.1705194412,-4.252,kocaincave,gokturk11,response
-3110.7495924285,-4.087,kocaincave,gokturk11,response
-3112.3298470549,-3.336,kocaincave,gokturk11,response
-3113.9114287813,-2.988,kocaincave,gokturk11,response
-3115.4944830685,-2.747,kocaincave,gokturk11,response
-3117.0791553774,-2.63,kocaincave,gokturk11,response
-3118.6655911689,-2.655,kocaincave,gokturk11,response
-3120.2539359038,-2.668,kocaincave,gokturk11,response
-3121.8442970277,-2.791,kocaincave,gokturk11,response
-3123.4366299245,-2.831,kocaincave,gokturk11,response
-3125.030851963,-3.165,kocaincave,gokturk11,response
-3126.626880512,-3.207,kocaincave,gokturk11,response
-3128.2246329401,-3.252,kocaincave,gokturk11,response
-3129.824026616,-3.292,kocaincave,gokturk11,response
-3131.4249789085,-3.908,kocaincave,gokturk11,response
-3133.0274071863,-4.563,kocaincave,gokturk11,response
-3134.6312288181,-5.076,kocaincave,gokturk11,response
-3136.2363611726,-5.528,kocaincave,gokturk11,response
-3137.8427216185,-5.634,kocaincave,gokturk11,response
-3139.4502275245,-5.906,kocaincave,gokturk11,response
-3141.0587962594,-5.754,kocaincave,gokturk11,response
-3142.6683451919,-5.555,kocaincave,gokturk11,response
-3144.2787916906,-5.12,kocaincave,gokturk11,response
-3145.8900531244,-5.023,kocaincave,gokturk11,response
-3147.5020468618,-4.491,kocaincave,gokturk11,response
-3149.1146902717,-4.479,kocaincave,gokturk11,response
-3150.7279007227,-4.05,kocaincave,gokturk11,response
-3152.3415955836,-3.292,kocaincave,gokturk11,response
-3153.9557155985,-3.319,kocaincave,gokturk11,response
-3155.5702950133,-3.157,kocaincave,gokturk11,response
-3157.1853914497,-2.979,kocaincave,gokturk11,response
-3158.8010625288,-3.209,kocaincave,gokturk11,response
-3160.4173658723,-3.437,kocaincave,gokturk11,response
-3162.0343591015,-3.64,kocaincave,gokturk11,response
-3163.6520998379,-3.798,kocaincave,gokturk11,response
-3165.2706457029,-3.858,kocaincave,gokturk11,response
-3166.8900543179,-4.364,kocaincave,gokturk11,response
-3168.5103833043,-4.377,kocaincave,gokturk11,response
-3170.1316902837,-4.569,kocaincave,gokturk11,response
-3171.7540328773,-4.447,kocaincave,gokturk11,response
-3173.3774687068,-4.489,kocaincave,gokturk11,response
-3175.0020553934,-4.249,kocaincave,gokturk11,response
-3176.6278505586,-3.864,kocaincave,gokturk11,response
-3178.2549118239,-3.733,kocaincave,gokturk11,response
-3179.8832968107,-4.182,kocaincave,gokturk11,response
-3181.5130631404,-4.031,kocaincave,gokturk11,response
-3183.1442684344,-4.365,kocaincave,gokturk11,response
-3184.7769703142,-4.472,kocaincave,gokturk11,response
-3186.4111736397,-4.42,kocaincave,gokturk11,response
-3188.0466722241,-3.504,kocaincave,gokturk11,response
-3189.6832071192,-3.37,kocaincave,gokturk11,response
-3191.3205193769,-3.274,kocaincave,gokturk11,response
-3192.9583500488,-2.857,kocaincave,gokturk11,response
-3194.5964401867,-2.742,kocaincave,gokturk11,response
-3196.2345308424,-2.747,kocaincave,gokturk11,response
-3197.8723630677,-2.527,kocaincave,gokturk11,response
-3199.5096779142,-3.07,kocaincave,gokturk11,response
-3201.1462164338,-3.907,kocaincave,gokturk11,response
-3202.7817196783,-3.532,kocaincave,gokturk11,response
-3204.4159286993,-4.423,kocaincave,gokturk11,response
-3206.0485845487,-4.652,kocaincave,gokturk11,response
-3207.6794282782,-4.339,kocaincave,gokturk11,response
-3209.3082009396,-3.933,kocaincave,gokturk11,response
-3210.9346435846,-3.619,kocaincave,gokturk11,response
-3212.558497265,-3.617,kocaincave,gokturk11,response
-3214.1795030325,-3.941,kocaincave,gokturk11,response
-3215.797401939,-4.481,kocaincave,gokturk11,response
-3217.4119350361,-4.646,kocaincave,gokturk11,response
-3219.0229784187,-4.754,kocaincave,gokturk11,response
-3220.6309483535,-4.499,kocaincave,gokturk11,response
-3222.2363961502,-4.656,kocaincave,gokturk11,response
-3223.8398731187,-4.008,kocaincave,gokturk11,response
-3225.4419305686,-3.565,kocaincave,gokturk11,response
-3227.0431198098,-3.542,kocaincave,gokturk11,response
-3228.643992152,-3.683,kocaincave,gokturk11,response
-3230.2450989049,-4.088,kocaincave,gokturk11,response
-3231.8469913784,-4.43,kocaincave,gokturk11,response
-3233.4502208822,-4.623,kocaincave,gokturk11,response
-3235.055338726,-4.473,kocaincave,gokturk11,response
-3236.6628962196,-4.612,kocaincave,gokturk11,response
-3238.2734446727,-4.569,kocaincave,gokturk11,response
-3239.8875353952,-4.981,kocaincave,gokturk11,response
-3241.5057196968,-4.902,kocaincave,gokturk11,response
-3243.1285488873,-4.482,kocaincave,gokturk11,response
-3244.7565742763,-4.834,kocaincave,gokturk11,response
-3246.3903471737,-4.671,kocaincave,gokturk11,response
-3248.0304188892,-4.913,kocaincave,gokturk11,response
-3249.6773407327,-5.047,kocaincave,gokturk11,response
-3251.3315205739,-5.319,kocaincave,gokturk11,response
-3252.9927925239,-5.785,kocaincave,gokturk11,response
-3254.6608472535,-5.153,kocaincave,gokturk11,response
-3256.3353754339,-5.068,kocaincave,gokturk11,response
-3258.016067736,-4.795,kocaincave,gokturk11,response
-3259.7026148308,-5.302,kocaincave,gokturk11,response
-3261.3947073894,-4.984,kocaincave,gokturk11,response
-3263.0920360828,-5.317,kocaincave,gokturk11,response
-3264.794291582,-5.487,kocaincave,gokturk11,response
-3266.501164558,-5.155,kocaincave,gokturk11,response
-3268.2123456819,-4.661,kocaincave,gokturk11,response
-3269.9275256246,-4.296,kocaincave,gokturk11,response
-3271.6463950573,-4.888,kocaincave,gokturk11,response
-3273.3686446508,-4.454,kocaincave,gokturk11,response
-3275.0939650763,-4.667,kocaincave,gokturk11,response
-3276.8220470047,-4.412,kocaincave,gokturk11,response
-3278.5525811071,-4.052,kocaincave,gokturk11,response
-3280.2852580545,-4.05,kocaincave,gokturk11,response
-3282.0197685178,-4.135,kocaincave,gokturk11,response
-3283.7558031682,-3.93,kocaincave,gokturk11,response
-3285.4932346412,-3.812,kocaincave,gokturk11,response
-3287.2326634299,-3.695,kocaincave,gokturk11,response
-3288.9748719923,-3.858,kocaincave,gokturk11,response
-3290.720642786,-4.085,kocaincave,gokturk11,response
-3292.470758269,-4.189,kocaincave,gokturk11,response
-3294.2260008989,-4.009,kocaincave,gokturk11,response
-3295.9871531335,-4.224,kocaincave,gokturk11,response
-3297.7549974307,-4.344,kocaincave,gokturk11,response
-3299.5303162482,-4.596,kocaincave,gokturk11,response
-3301.3138920437,-4.822,kocaincave,gokturk11,response
-3303.1065072752,-5.662,kocaincave,gokturk11,response
-3304.9089444003,-5.85,kocaincave,gokturk11,response
-3306.7219858769,-5.469,kocaincave,gokturk11,response
-3308.5464141627,-5.679,kocaincave,gokturk11,response
-3310.3830117155,-5.897,kocaincave,gokturk11,response
-3312.2325609931,-5.542,kocaincave,gokturk11,response
-3314.0958444533,-5.314,kocaincave,gokturk11,response
-3315.9736445539,-4.849,kocaincave,gokturk11,response
-3317.8667437526,-4.447,kocaincave,gokturk11,response
-3319.7759245072,-4.323,kocaincave,gokturk11,response
-3321.7015577654,-4.077,kocaincave,gokturk11,response
-3323.6423684346,-3.99,kocaincave,gokturk11,response
-3325.5966699119,-4.185,kocaincave,gokturk11,response
-3327.5627755947,-4.25,kocaincave,gokturk11,response
-3329.53899888,-4.187,kocaincave,gokturk11,response
-3331.5236531651,-4.239,kocaincave,gokturk11,response
-3333.5150518474,-4.559,kocaincave,gokturk11,response
-3335.5115083239,-4.657,kocaincave,gokturk11,response
-3337.5113359919,-4.798,kocaincave,gokturk11,response
-3339.5128482486,-4.577,kocaincave,gokturk11,response
-3341.5143584913,-3.969,kocaincave,gokturk11,response
-3343.5141801171,-3.756,kocaincave,gokturk11,response
-3345.5106265234,-4.087,kocaincave,gokturk11,response
-3347.5020111073,-3.982,kocaincave,gokturk11,response
-3349.486647266,-3.921,kocaincave,gokturk11,response
-3351.4628483968,-4.261,kocaincave,gokturk11,response
-3353.4289278969,-4.374,kocaincave,gokturk11,response
-3355.3831991635,-4.325,kocaincave,gokturk11,response
-3357.3239755939,-4.77,kocaincave,gokturk11,response
-3359.2495705853,-4.716,kocaincave,gokturk11,response
-3361.1586297008,-5.242,kocaincave,gokturk11,response
-3363.0511271674,-5.367,kocaincave,gokturk11,response
-3364.9273693781,-5.402,kocaincave,gokturk11,response
-3366.7876627258,-5.112,kocaincave,gokturk11,response
-3368.6323136035,-4.31,kocaincave,gokturk11,response
-3370.461628404,-3.878,kocaincave,gokturk11,response
-3372.2759135204,-3.695,kocaincave,gokturk11,response
-3374.0754753456,-3.628,kocaincave,gokturk11,response
-3375.8606202725,-3.758,kocaincave,gokturk11,response
-3379.3888850032,-4.285,kocaincave,gokturk11,response
-3382.8631588561,-3.364,kocaincave,gokturk11,response
-3386.2858929746,-3.35,kocaincave,gokturk11,response
-3389.6595385023,-2.95,kocaincave,gokturk11,response
-3392.9865465827,-3.131,kocaincave,gokturk11,response
-3396.2694333652,-3.248,kocaincave,gokturk11,response
-3399.5122101327,-2.88,kocaincave,gokturk11,response
-3402.7203833019,-3.62,kocaincave,gokturk11,response
-3405.899524295,-4.27,kocaincave,gokturk11,response
-3409.0552045347,-5.09,kocaincave,gokturk11,response
-3412.1929954433,-4.51,kocaincave,gokturk11,response
-3415.3184684431,-6.09,kocaincave,gokturk11,response
-3418.4371949568,-5.53,kocaincave,gokturk11,response
-3421.5547464065,-4.85,kocaincave,gokturk11,response
-3424.6766942149,-5.35,kocaincave,gokturk11,response
-3427.8084822996,-6.45,kocaincave,gokturk11,response
-3430.9526219714,-5.85,kocaincave,gokturk11,response
-3434.1086919339,-4.61,kocaincave,gokturk11,response
-3437.2761433861,-4.32,kocaincave,gokturk11,response
-3440.454427527,-5.33,kocaincave,gokturk11,response
-3443.6429955556,-5.52,kocaincave,gokturk11,response
-3446.8412986709,-5.26,kocaincave,gokturk11,response
-3450.0487880718,-5.75,kocaincave,gokturk11,response
-3453.2649149574,-6.13,kocaincave,gokturk11,response
-3456.4891305267,-5.94,kocaincave,gokturk11,response
-3459.7209315288,-5.75,kocaincave,gokturk11,response
-3462.9608623685,-5.41,kocaincave,gokturk11,response
-3466.2105151061,-4.83,kocaincave,gokturk11,response
-3469.4715273518,-4.96,kocaincave,gokturk11,response
-3472.7455367161,-5.38,kocaincave,gokturk11,response
-3476.0341808096,-5.21,kocaincave,gokturk11,response
-3479.3390972424,-6.54,kocaincave,gokturk11,response
-3482.6619236252,-6.89,kocaincave,gokturk11,response
-3486.0042975683,-7.37,kocaincave,gokturk11,response
-3489.3678566821,-7.77,kocaincave,gokturk11,response
-3492.7540814661,-7.74,kocaincave,gokturk11,response
-3496.1608388652,-7.32,kocaincave,gokturk11,response
-3499.5823822703,-5.96,kocaincave,gokturk11,response
-3503.012807961,-6.18,kocaincave,gokturk11,response
-3506.446212217,-6.2,kocaincave,gokturk11,response
-3509.8766913181,-6.24,kocaincave,gokturk11,response
-3513.298341544,-6.58,kocaincave,gokturk11,response
-3516.7052591743,-7.27,kocaincave,gokturk11,response
-3520.0915404887,-5.61,kocaincave,gokturk11,response
-3523.4512817671,-6.04,kocaincave,gokturk11,response
-3526.778679639,-6.1,kocaincave,gokturk11,response
-3530.0702387843,-5.15,kocaincave,gokturk11,response
-3533.324771933,-4.47,kocaincave,gokturk11,response
-3536.5411921649,-3.79,kocaincave,gokturk11,response
-3539.71841256,-3.41,kocaincave,gokturk11,response
-3542.8553461982,-3.34,kocaincave,gokturk11,response
-3545.9509061595,-3.53,kocaincave,gokturk11,response
-3549.0040055238,-4.37,kocaincave,gokturk11,response
-3552.0135573711,-4.35,kocaincave,gokturk11,response
-3554.9784747812,-5.56,kocaincave,gokturk11,response
-3557.8977576105,-7.3,kocaincave,gokturk11,response
-3560.7724015732,-5.42,kocaincave,gokturk11,response
-3563.6053982411,-4.16,kocaincave,gokturk11,response
-3566.3998259625,-5.23,kocaincave,gokturk11,response
-3569.1587630859,-4.96,kocaincave,gokturk11,response
-3571.8852879594,-5.69,kocaincave,gokturk11,response
-3574.5824789314,-4.94,kocaincave,gokturk11,response
-3577.2534143503,-4.28,kocaincave,gokturk11,response
-3579.9011725642,-4.31,kocaincave,gokturk11,response
-3582.5288319217,-4.03,kocaincave,gokturk11,response
-3585.1394699488,-3.58,kocaincave,gokturk11,response
-3587.7361452647,-2.72,kocaincave,gokturk11,response
-3590.3218975808,-3.62,kocaincave,gokturk11,response
-3592.899765787,-3.6,kocaincave,gokturk11,response
-3595.4727887727,-4.12,kocaincave,gokturk11,response
-3598.0440054276,-3.51,kocaincave,gokturk11,response
-3600.6164546413,-3.65,kocaincave,gokturk11,response
-3603.1931753033,-3.77,kocaincave,gokturk11,response
-3605.7772063035,-4.61,kocaincave,gokturk11,response
-3608.3715865312,-4.81,kocaincave,gokturk11,response
-3610.9792187441,-6.75,kocaincave,gokturk11,response
-3613.5998746599,-6.61,kocaincave,gokturk11,response
-3616.2301949569,-6.47,kocaincave,gokturk11,response
-3618.8666841813,-6.42,kocaincave,gokturk11,response
-3621.5058468792,-5.87,kocaincave,gokturk11,response
-3624.1441875966,-4.24,kocaincave,gokturk11,response
-3626.7782108798,-4.78,kocaincave,gokturk11,response
-3629.4044212748,-5.19,kocaincave,gokturk11,response
-3632.0193233277,-6.54,kocaincave,gokturk11,response
-3634.6194215848,-6.43,kocaincave,gokturk11,response
-3637.2012714622,-4.05,kocaincave,gokturk11,response
-3639.7625983901,-4.53,kocaincave,gokturk11,response
-3642.3022978129,-4.84,kocaincave,gokturk11,response
-3644.8193160447,-4.54,kocaincave,gokturk11,response
-3647.3125994,-5.12,kocaincave,gokturk11,response
-3649.781094193,-5.08,kocaincave,gokturk11,response
-3652.2237467382,-5.59,kocaincave,gokturk11,response
-3654.6395033498,-4.84,kocaincave,gokturk11,response
-3657.0273103421,-5.32,kocaincave,gokturk11,response
-3659.3861140296,-4.48,kocaincave,gokturk11,response
-3661.7148617252,-4.96,kocaincave,gokturk11,response
-3664.0125237096,-5.9,kocaincave,gokturk11,response
-3666.2780932314,-6.48,kocaincave,gokturk11,response
-3668.5105645379,-5.82,kocaincave,gokturk11,response
-3670.7089318761,-5.93,kocaincave,gokturk11,response
-3672.8721894934,-3.4,kocaincave,gokturk11,response
-3674.9993316368,-3.1,kocaincave,gokturk11,response
-3677.0893525537,-2.88,kocaincave,gokturk11,response
-3679.1412464911,-3.52,kocaincave,gokturk11,response
-3681.1540076963,-4.79,kocaincave,gokturk11,response
-3683.1268372116,-4.88,kocaincave,gokturk11,response
-3685.0636923657,-4.11,kocaincave,gokturk11,response
-3686.9732867742,-4.25,kocaincave,gokturk11,response
-3688.8645408475,-4.75,kocaincave,gokturk11,response
-3690.746374996,-5.57,kocaincave,gokturk11,response
-3692.6277096303,-5.53,kocaincave,gokturk11,response
-3694.5174651609,-3.89,kocaincave,gokturk11,response
-3696.4245619982,-3.69,kocaincave,gokturk11,response
-3698.3579205528,-3.24,kocaincave,gokturk11,response
-3700.3264612351,-3.76,kocaincave,gokturk11,response
-3702.3388721286,-4.56,kocaincave,gokturk11,response
-3704.3984977943,-3.84,kocaincave,gokturk11,response
-3706.5033392712,-3.53,kocaincave,gokturk11,response
-3708.651165271,-3.81,kocaincave,gokturk11,response
-3710.8397445055,-3.95,kocaincave,gokturk11,response
-3713.0668456864,-3.47,kocaincave,gokturk11,response
-3715.3302375256,-3.34,kocaincave,gokturk11,response
-3717.6276887348,-3.25,kocaincave,gokturk11,response
-3719.9569680258,-3.33,kocaincave,gokturk11,response
-3722.3158441103,-3.37,kocaincave,gokturk11,response
-3724.7020877481,-3.44,kocaincave,gokturk11,response
-3727.1135167993,-3.73,kocaincave,gokturk11,response
-3729.5479962249,-3.97,kocaincave,gokturk11,response
-3732.0033930334,-4.28,kocaincave,gokturk11,response
-3734.4775742337,-4.28,kocaincave,gokturk11,response
-3736.9684068345,-3.88,kocaincave,gokturk11,response
-3739.4737578445,-4.24,kocaincave,gokturk11,response
-3741.9914942723,-3.99,kocaincave,gokturk11,response
-3744.5194831268,-3.85,kocaincave,gokturk11,response
-3747.0555914165,-4.24,kocaincave,gokturk11,response
-3749.5977073514,-4.37,kocaincave,gokturk11,response
-3752.1442067654,-4.63,kocaincave,gokturk11,response
-3754.6939531168,-4.69,kocaincave,gokturk11,response
-3757.2458310651,-4.86,kocaincave,gokturk11,response
-3759.7987252694,-4.4,kocaincave,gokturk11,response
-3762.3515203892,-4.45,kocaincave,gokturk11,response
-3764.9031010839,-4.18,kocaincave,gokturk11,response
-3767.4523520128,-4.09,kocaincave,gokturk11,response
-3769.9981578353,-3.83,kocaincave,gokturk11,response
-3772.5394032106,-3.51,kocaincave,gokturk11,response
-3775.0749984338,-3.77,kocaincave,gokturk11,response
-3777.6044434171,-4.45,kocaincave,gokturk11,response
-3780.1278276905,-4.93,kocaincave,gokturk11,response
-3782.6452664195,-4.27,kocaincave,gokturk11,response
-3785.1568747695,-4.12,kocaincave,gokturk11,response
-3787.6627679059,-4.64,kocaincave,gokturk11,response
-3790.1630609941,-4.38,kocaincave,gokturk11,response
-3792.6578691997,-4.07,kocaincave,gokturk11,response
-3795.147307688,-3.95,kocaincave,gokturk11,response
-3797.6314916244,-4.21,kocaincave,gokturk11,response
-3800.1105429382,-4.93,kocaincave,gokturk11,response
-3802.584739124,-5.18,kocaincave,gokturk11,response
-3805.054513242,-4.73,kocaincave,gokturk11,response
-3807.5203051159,-4.67,kocaincave,gokturk11,response
-3809.9825545697,-4.65,kocaincave,gokturk11,response
-3812.4417014272,-4.69,kocaincave,gokturk11,response
-3814.8981855123,-5.17,kocaincave,gokturk11,response
-3817.3524466488,-5.49,kocaincave,gokturk11,response
-3819.8049246606,-4.94,kocaincave,gokturk11,response
-3822.2560593715,-5.31,kocaincave,gokturk11,response
-3824.7062445416,-5.71,kocaincave,gokturk11,response
-3827.1548144618,-6.56,kocaincave,gokturk11,response
-3829.6000439544,-6.39,kocaincave,gokturk11,response
-3832.0401617776,-6.38,kocaincave,gokturk11,response
-3834.4733966896,-6,kocaincave,gokturk11,response
